meta_objective,state,strength,reward_mean,reward_std,meta_after_mean,sample_grad_norm_mean,virtual_step_norm_mean,relative_step_mean,dropped_items_mean
M0_balanced,high,0.1,-0.03750936190287272,0.08054259113787461,10.700938622156778,17.032377020000432,0.08516188510000217,0.0010636430322821082,0.4166666666666667
M0_balanced,high,0.2,-0.03754448890686035,0.08051762127158905,10.700973749160767,17.03398568939348,0.0851699284469674,0.0010637434909549729,0.7083333333333334
M0_balanced,high,0.4,-0.03754492600758871,0.08046127520254168,10.700974186261496,17.02964699441731,0.08514823497208655,0.0010634725468186858,1.25
M0_balanced,low,0.1,-0.036241888999938965,0.08307072034347146,10.699671149253845,17.827595749761816,0.08913797874880909,0.0011133030920645862,0.5
M0_balanced,low,0.2,-0.03630268573760986,0.08301961142285379,10.699731945991516,17.826967043237037,0.08913483521618519,0.0011132638304093487,0.875
M0_balanced,low,0.4,-0.036394198735555015,0.08299604686827605,10.699823458989462,17.81978175024242,0.08909890875121211,0.0011128151210589362,1.7083333333333333
M0_balanced,medium,0.1,-0.02953191598256429,0.046323055135120826,10.692961176236471,16.20082070655172,0.0810041035327586,0.0010117137520817398,0.4583333333333333
M0_balanced,medium,0.2,-0.029510498046875,0.04631530479537676,10.692939758300781,16.194703575359025,0.08097351787679513,0.0010113317476226425,0.7916666666666666
M0_balanced,medium,0.4,-0.029592156410217285,0.046213075142720716,10.693021416664124,16.191592448970578,0.0809579622448529,0.0010111374630608497,1.75
M1_margin,high,0.1,-0.008800983428955078,0.15498699827916995,12.614681720733643,17.032377020000432,0.08516188510000217,0.0010636430322821082,0.4166666666666667
M1_margin,high,0.2,-0.008901834487915039,0.15502033640173177,12.614782571792603,17.03398568939348,0.0851699284469674,0.0010637434909549729,0.7083333333333334
M1_margin,high,0.4,-0.008925994237263998,0.1550007839703973,12.614806731541952,17.02964699441731,0.08514823497208655,0.0010634725468186858,1.25
M1_margin,low,0.1,-0.02869264284769694,0.1897865410410989,12.634573380152384,17.827595749761816,0.08913797874880909,0.0011133030920645862,0.5
M1_margin,low,0.2,-0.02884097894032796,0.1896701134314211,12.634721716245016,17.826967043237037,0.08913483521618519,0.0011132638304093487,0.875
M1_margin,low,0.4,-0.029074947039286297,0.1897162846798353,12.634955684343973,17.81978175024242,0.08909890875121211,0.0011128151210589362,1.7083333333333333
M1_margin,medium,0.1,-0.02163100242614746,0.10032434608093042,12.627511739730835,16.20082070655172,0.0810041035327586,0.0010117137520817398,0.4583333333333333
M1_margin,medium,0.2,-0.021573464075724285,0.10039218118634846,12.627454201380411,16.194703575359025,0.08097351787679513,0.0010113317476226425,0.7916666666666666
M1_margin,medium,0.4,-0.021753589312235515,0.10019322900035328,12.627634326616922,16.191592448970578,0.0809579622448529,0.0010111374630608497,1.75
M2_popmass,high,0.1,-0.03648583094278971,0.08067890686373895,10.873279730478922,17.032377020000432,0.08516188510000217,0.0010636430322821082,0.4166666666666667
M2_popmass,high,0.2,-0.036522905031840004,0.0806544133917134,10.873316804567972,17.03398568939348,0.0851699284469674,0.0010637434909549729,0.7083333333333334
M2_popmass,high,0.4,-0.036524693171183266,0.08059839790479358,10.873318592707315,17.02964699441731,0.08514823497208655,0.0010634725468186858,1.25
M2_popmass,low,0.1,-0.034783363342285156,0.08307456684140628,10.871577262878418,17.827595749761816,0.08913797874880909,0.0011133030920645862,0.5
M2_popmass,low,0.2,-0.03484658400217692,0.08302180984961094,10.87164048353831,17.826967043237037,0.08913483521618519,0.0011132638304093487,0.875
M2_popmass,low,0.4,-0.03494417667388916,0.08299827023963409,10.871738076210022,17.81978175024242,0.08909890875121211,0.0011128151210589362,1.7083333333333333
M2_popmass,medium,0.1,-0.028988877932230633,0.04627198332871171,10.865782777468363,16.20082070655172,0.0810041035327586,0.0010117137520817398,0.4583333333333333
M2_popmass,medium,0.2,-0.028969208399454754,0.04626574683501664,10.865763107935587,16.194703575359025,0.08097351787679513,0.0010113317476226425,0.7916666666666666
M2_popmass,medium,0.4,-0.02905770142873128,0.046160196750458536,10.865851600964865,16.191592448970578,0.0809579622448529,0.0010111374630608497,1.75
