meta_objective,state,strength,reward_mean,reward_std,meta_after_mean,sample_grad_norm_mean,virtual_step_norm_mean,relative_step_mean,dropped_items_mean
M0_balanced,high,0.1,-0.0008293787638346354,0.018878774376640522,10.66425863901774,16.870523396294214,0.016870523396294215,0.00021070710964593448,0.0
M0_balanced,high,0.2,-0.0008293787638346354,0.018878774376640522,10.66425863901774,16.870523396294214,0.016870523396294215,0.00021070710964593448,0.0
M0_balanced,high,0.4,-0.000858306884765625,0.0189047351178959,10.664287567138672,16.873343389028264,0.016873343389028263,0.00021074233039779003,0.6666666666666666
M0_balanced,low,0.1,0.007337252298990886,0.013314951706407615,10.656092007954916,17.36837122882406,0.01736837122882406,0.00021692506005397574,0.6666666666666666
M0_balanced,low,0.2,0.007337252298990886,0.013314951706407615,10.656092007954916,17.36837122882406,0.01736837122882406,0.00021692506005397574,0.6666666666666666
M0_balanced,low,0.4,0.007297515869140625,0.013380345220987203,10.656131744384766,17.355310777192955,0.01735531077719295,0.0002167619394471506,1.3333333333333333
M0_balanced,medium,0.1,-0.00089263916015625,0.007845956672844786,10.664321899414062,15.038331366793498,0.015038331366793499,0.00018782365323004072,0.6666666666666666
M0_balanced,medium,0.2,-0.0008945465087890625,0.007843985340140542,10.664323806762695,15.033535361231849,0.01503353536123185,0.00018776375274882844,1.0
M0_balanced,medium,0.4,-0.0008761088053385416,0.007746692558693647,10.664305369059244,15.002491568337794,0.015002491568337792,0.00018737602631500655,2.6666666666666665
M1_margin,high,0.1,0.001788775126139323,0.0443013751217042,12.604091962178549,16.870523396294214,0.016870523396294215,0.00021070710964593448,0.0
M1_margin,high,0.2,0.001788775126139323,0.0443013751217042,12.604091962178549,16.870523396294214,0.016870523396294215,0.00021070710964593448,0.0
M1_margin,high,0.4,0.0017077128092447917,0.044375814852833484,12.604173024495443,16.873343389028264,0.016873343389028263,0.00021074233039779003,0.6666666666666666
M1_margin,low,0.1,0.017749786376953125,0.04198729949385842,12.588130950927734,17.36837122882406,0.01736837122882406,0.00021692506005397574,0.6666666666666666
M1_margin,low,0.2,0.017749786376953125,0.04198729949385842,12.588130950927734,17.36837122882406,0.01736837122882406,0.00021692506005397574,0.6666666666666666
M1_margin,low,0.4,0.017650922139485676,0.0421484727593458,12.588229815165201,17.355310777192955,0.01735531077719295,0.0002167619394471506,1.3333333333333333
M1_margin,medium,0.1,-0.0006771087646484375,0.01277854757448279,12.606557846069336,15.038331366793498,0.015038331366793499,0.00018782365323004072,0.6666666666666666
M1_margin,medium,0.2,-0.000682830810546875,0.01276962847900237,12.606563568115234,15.033535361231849,0.01503353536123185,0.00018776375274882844,1.0
M1_margin,medium,0.4,-0.0006246566772460938,0.012664160403764465,12.606505393981934,15.002491568337794,0.015002491568337792,0.00018737602631500655,2.6666666666666665
M2_popmass,high,0.1,-0.0007680257161458334,0.01895020522360617,10.83756192525228,16.870523396294214,0.016870523396294215,0.00021070710964593448,0.0
M2_popmass,high,0.2,-0.0007680257161458334,0.01895020522360617,10.83756192525228,16.870523396294214,0.016870523396294215,0.00021070710964593448,0.0
M2_popmass,high,0.4,-0.0007985432942708334,0.01897752114733196,10.837592442830404,16.873343389028264,0.016873343389028263,0.00021074233039779003,0.6666666666666666
M2_popmass,low,0.1,0.0074927012125651045,0.013238292863599687,10.829301198323568,17.36837122882406,0.01736837122882406,0.00021692506005397574,0.6666666666666666
M2_popmass,low,0.2,0.0074927012125651045,0.013238292863599687,10.829301198323568,17.36837122882406,0.01736837122882406,0.00021692506005397574,0.6666666666666666
M2_popmass,low,0.4,0.007450421651204427,0.013307814520456493,10.829343477884928,17.355310777192955,0.01735531077719295,0.0002167619394471506,1.3333333333333333
M2_popmass,medium,0.1,-0.0008544921875,0.007913348871666195,10.837648391723633,15.038331366793498,0.015038331366793499,0.00018782365323004072,0.6666666666666666
M2_popmass,medium,0.2,-0.0008567174275716146,0.007911035264656939,10.837650616963705,15.033535361231849,0.01503353536123185,0.00018776375274882844,1.0
M2_popmass,medium,0.4,-0.0008382797241210938,0.007811038792855327,10.837632179260254,15.002491568337794,0.015002491568337792,0.00018737602631500655,2.6666666666666665
